ticket_id,incoming_messages
938,"[{'id': 43037588788, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-11-29 14:55:05'), 'updated': Timestamp('2018-11-29 14:55:05'), 'user_id': 43020567955}, {'id': 43037739595, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-11-30 05:43:05'), 'updated': Timestamp('2018-11-30 05:43:05'), 'user_id': 43012946687}, {'id': 43037962621, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-12-01 06:54:54'), 'updated': Timestamp('2018-12-01 06:54:54'), 'user_id': 43020666932}]"
939,"[{'id': 43037742364, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-30 05:58:28'), 'updated': Timestamp('2018-11-30 05:58:28'), 'user_id': 43012946687}, {'id': 43037751576, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-30 06:56:46'), 'updated': Timestamp('2018-11-30 06:56:46'), 'user_id': 43020575735}]"
940,"[{'id': 43037774183, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-26 07:58:02'), 'updated': Timestamp('2018-11-26 07:58:02'), 'user_id': 43012946687}, {'id': 43037774186, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-28 07:58:02'), 'updated': Timestamp('2018-11-28 07:58:02'), 'user_id': 43012946687}, {'id': 43037774188, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-29 07:00:01'), 'updated': Timestamp('2018-11-29 07:00:01'), 'user_id': 43012946687}]"
941,"[{'id': 43037998863, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-01 08:00:02'), 'updated': Timestamp('2018-12-01 08:00:02'), 'user_id': 43012946687}, {'id': 43037998867, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-01 08:59:02'), 'updated': Timestamp('2018-12-01 08:59:02'), 'user_id': 43012946687}, {'id': 43037998868, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-01 10:44:48'), 'updated': Timestamp('2018-12-01 10:44:48'), 'user_id': 43012946687}, {'id': 43037998872, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-12-01 12:15:18'), 'updated': Timestamp('2018-12-01 12:15:18'), 'user_id': 43012946687}, {'id': 43037998873, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-12-01 12:15:22'), 'updated': Timestamp('2018-12-01 12:15:22'), 'user_id': 43012946687}, {'id': 43037998876, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-12-01 12:15:25'), 'updated': Timestamp('2018-12-01 12:15:25'), 'user_id': 43012946687}, {'id': 43037998878, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-01 12:15:28'), 'updated': Timestamp('2018-12-01 12:15:28'), 'user_id': 43012946687}, {'id': 43037998880, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-01 12:15:28'), 'updated': Timestamp('2018-12-01 12:15:28'), 'user_id': 43012946687}, {'id': 43037998885, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-01 12:16:53'), 'updated': Timestamp('2018-12-01 12:16:53'), 'user_id': 43012946686}, {'id': 43037998894, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-12-01 12:16:56'), 'updated': Timestamp('2018-12-01 12:16:56'), 'user_id': 43012946687}, {'id': 43037998896, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-12-01 12:17:00'), 'updated': Timestamp('2018-12-01 12:17:00'), 'user_id': 43012946687}, {'id': 43037998897, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-12-01 12:17:29'), 'updated': Timestamp('2018-12-01 12:17:29'), 'user_id': 43012946686}, {'id': 43037998898, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-12-01 12:17:31'), 'updated': Timestamp('2018-12-01 12:17:31'), 'user_id': 43012946687}, {'id': 43037998899, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-12-01 12:17:35'), 'updated': Timestamp('2018-12-01 12:17:35'), 'user_id': 43012946687}, {'id': 43037999231, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-12-01 12:17:58'), 'updated': Timestamp('2018-12-01 12:17:58'), 'user_id': 43012946686}, {'id': 43037999234, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-12-01 12:18:00'), 'updated': Timestamp('2018-12-01 12:18:00'), 'user_id': 43012946687}, {'id': 43037999235, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-12-01 12:18:22'), 'updated': Timestamp('2018-12-01 12:18:22'), 'user_id': 43012946686}, {'id': 43037999236, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-12-01 12:18:24'), 'updated': Timestamp('2018-12-01 12:18:24'), 'user_id': 43012946687}, {'id': 43037999238, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-12-01 12:18:28'), 'updated': Timestamp('2018-12-01 12:18:28'), 'user_id': 43012946687}, {'id': 43037999242, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-12-01 12:18:43'), 'updated': Timestamp('2018-12-01 12:18:43'), 'user_id': 43012946686}, {'id': 43037999244, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-12-01 12:18:45'), 'updated': Timestamp('2018-12-01 12:18:45'), 'user_id': 43012946687}, {'id': 43037999245, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-12-01 12:18:49'), 'updated': Timestamp('2018-12-01 12:18:49'), 'user_id': 43012946687}, {'id': 43038052508, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-12-02 06:00:02'), 'updated': Timestamp('2018-12-02 06:00:02'), 'user_id': 43012946687}, {'id': 43038095011, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-02 16:32:31'), 'updated': Timestamp('2018-12-02 16:32:31'), 'user_id': 43012946686}, {'id': 43038176740, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-03 08:41:02'), 'updated': Timestamp('2018-12-03 08:41:02'), 'user_id': 43012946687}, {'id': 43038261403, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-03 14:00:01'), 'updated': Timestamp('2018-12-03 14:00:01'), 'user_id': 43012946687}]"
942,"[{'id': 43038011781, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-18 09:19:01'), 'updated': Timestamp('2018-11-18 09:19:01'), 'user_id': 43012946687}, {'id': 43038011782, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-19 09:19:01'), 'updated': Timestamp('2018-11-19 09:19:01'), 'user_id': 43012946687}, {'id': 43038011783, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-24 09:19:02'), 'updated': Timestamp('2018-11-24 09:19:02'), 'user_id': 43012946687}, {'id': 43038011784, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-11-26 09:19:01'), 'updated': Timestamp('2018-11-26 09:19:01'), 'user_id': 43012946687}, {'id': 43038011785, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-27 07:00:02'), 'updated': Timestamp('2018-11-27 07:00:02'), 'user_id': 43012946687}, {'id': 43038011786, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-29 08:00:01'), 'updated': Timestamp('2018-11-29 08:00:01'), 'user_id': 43012946687}, {'id': 43038011787, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-29 09:36:02'), 'updated': Timestamp('2018-11-29 09:36:02'), 'user_id': 43012946687}, {'id': 43038011788, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-11-29 11:22:00'), 'updated': Timestamp('2018-11-29 11:22:00'), 'user_id': 43012946687}, {'id': 43038011790, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-11-30 06:00:02'), 'updated': Timestamp('2018-11-30 06:00:02'), 'user_id': 43012946687}, {'id': 43038011792, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-12-01 09:18:02'), 'updated': Timestamp('2018-12-01 09:18:02'), 'user_id': 43012946687}, {'id': 43038011795, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-12-01 14:00:02'), 'updated': Timestamp('2018-12-01 14:00:02'), 'user_id': 43012946687}]"
943,"[{'id': 43038050078, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-12-02 05:04:45'), 'updated': Timestamp('2018-12-02 05:04:45'), 'user_id': 43020149402}]"
944,"[{'id': 43038016507, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-12-01 16:02:21'), 'updated': Timestamp('2018-12-01 16:02:21'), 'user_id': 43020666932}, {'id': 43038016508, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-12-01 16:03:50'), 'updated': Timestamp('2018-12-01 16:03:50'), 'user_id': 43020666932}, {'id': 43038016509, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-12-01 16:04:30'), 'updated': Timestamp('2018-12-01 16:04:30'), 'user_id': 43020666932}]"
945,"[{'id': 43038160810, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-12-03 06:44:13'), 'updated': Timestamp('2018-12-03 06:44:13'), 'user_id': 43012946687}, {'id': 43038212983, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-12-03 10:57:45'), 'updated': Timestamp('2018-12-03 10:57:45'), 'user_id': 43012946687}]"
946,"[{'id': 43038165337, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-12-03 06:59:25'), 'updated': Timestamp('2018-12-03 06:59:25'), 'user_id': 43012946687}, {'id': 43038211923, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-12-03 10:51:59'), 'updated': Timestamp('2018-12-03 10:51:59'), 'user_id': 43012946687}]"
947,"[{'id': 43038167027, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-03 07:23:53'), 'updated': Timestamp('2018-12-03 07:23:53'), 'user_id': 43012946687}]"
948,"[{'id': 43038396259, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-03 07:15:42'), 'updated': Timestamp('2018-12-03 07:15:42'), 'user_id': 43012946687}, {'id': 43038412413, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-04 05:59:26'), 'updated': Timestamp('2018-12-04 05:59:26'), 'user_id': 43012946687}, {'id': 43038661214, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-12-05 04:23:42'), 'updated': Timestamp('2018-12-05 04:23:42'), 'user_id': 43020342109}]"
949,"[{'id': 43038426271, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-12-04 07:19:42'), 'updated': Timestamp('2018-12-04 07:19:42'), 'user_id': 43019555167}, {'id': 43038443185, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-12-04 08:37:32'), 'updated': Timestamp('2018-12-04 08:37:32'), 'user_id': 43020965606}, {'id': 43038445918, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-04 08:49:47'), 'updated': Timestamp('2018-12-04 08:49:47'), 'user_id': 43016689066}, {'id': 43038448558, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-04 09:01:29'), 'updated': Timestamp('2018-12-04 09:01:29'), 'user_id': 43020966757}, {'id': 43038484216, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-04 11:18:09'), 'updated': Timestamp('2018-12-04 11:18:09'), 'user_id': 43012946687}, {'id': 43038683243, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-12-05 06:20:28'), 'updated': Timestamp('2018-12-05 06:20:28'), 'user_id': 43012946687}, {'id': 43039108697, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-12-06 15:01:20'), 'updated': Timestamp('2018-12-06 15:01:20'), 'user_id': 43021124868}, {'id': 43039195006, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-12-06 23:47:30'), 'updated': Timestamp('2018-12-06 23:47:30'), 'user_id': 43021157797}, {'id': 43043126177, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-12-19 05:38:21'), 'updated': Timestamp('2018-12-19 05:38:21'), 'user_id': 43012946687}, {'id': 43043926927, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-12-21 00:55:32'), 'updated': Timestamp('2018-12-21 00:55:32'), 'user_id': 43022116654}, {'id': 43043963338, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-12-21 06:42:11'), 'updated': Timestamp('2018-12-21 06:42:11'), 'user_id': 43012946687}, {'id': 43043979301, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-12-21 08:09:49'), 'updated': Timestamp('2018-12-21 08:09:49'), 'user_id': 43022116654}]"
950,"[{'id': 43039003284, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-12-06 07:45:45'), 'updated': Timestamp('2018-12-06 07:45:45'), 'user_id': 43016689066}, {'id': 43047034802, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2019-01-07 11:37:42'), 'updated': Timestamp('2019-01-07 11:37:42'), 'user_id': 43022486390}]"
951,"[{'id': 43039221467, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-12-07 04:52:39'), 'updated': Timestamp('2018-12-07 04:52:39'), 'user_id': 43012946687}, {'id': 43039242575, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-12-07 07:09:32'), 'updated': Timestamp('2018-12-07 07:09:32'), 'user_id': 43019555167}, {'id': 43039243450, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-07 07:11:19'), 'updated': Timestamp('2018-12-07 07:11:19'), 'user_id': 43012946687}, {'id': 43039287357, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-07 10:40:36'), 'updated': Timestamp('2018-12-07 10:40:36'), 'user_id': 43019555167}]"
953,"[{'id': 43039551309, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-12-08 23:10:03'), 'updated': Timestamp('2018-12-08 23:10:03'), 'user_id': 43019555167}]"
955,"[{'id': 43040697657, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-12-13 07:02:51'), 'updated': Timestamp('2018-12-13 07:02:51'), 'user_id': 43021575472}, {'id': 43040709283, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-12-13 07:57:20'), 'updated': Timestamp('2018-12-13 07:57:20'), 'user_id': 43021577779}, {'id': 43040710232, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-12-13 08:01:15'), 'updated': Timestamp('2018-12-13 08:01:15'), 'user_id': 43021577940}, {'id': 43040726097, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-12-13 09:03:09'), 'updated': Timestamp('2018-12-13 09:03:09'), 'user_id': 43021580857}, {'id': 43040763184, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-12-13 11:09:40'), 'updated': Timestamp('2018-12-13 11:09:40'), 'user_id': 43021587199}, {'id': 43041018254, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-12-14 08:10:08'), 'updated': Timestamp('2018-12-14 08:10:08'), 'user_id': 43012946687}, {'id': 43041018614, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-12-14 08:12:08'), 'updated': Timestamp('2018-12-14 08:12:08'), 'user_id': 43012946687}, {'id': 43041019114, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-12-14 08:14:23'), 'updated': Timestamp('2018-12-14 08:14:23'), 'user_id': 43021580857}, {'id': 43041020209, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-12-14 08:18:46'), 'updated': Timestamp('2018-12-14 08:18:46'), 'user_id': 43012946687}, {'id': 43041043914, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-12-14 09:59:07'), 'updated': Timestamp('2018-12-14 09:59:07'), 'user_id': 43021575472}, {'id': 43041066512, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-12-14 11:18:39'), 'updated': Timestamp('2018-12-14 11:18:39'), 'user_id': 43021577779}, {'id': 43041347731, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-12-15 13:19:44'), 'updated': Timestamp('2018-12-15 13:19:44'), 'user_id': 43021721157}, {'id': 43043213604, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-12-19 08:24:19'), 'updated': Timestamp('2018-12-19 08:24:19'), 'user_id': 43012946687}, {'id': 43043214277, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-12-19 08:26:05'), 'updated': Timestamp('2018-12-19 08:26:05'), 'user_id': 43012946687}, {'id': 43043377560, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-12-19 13:12:18'), 'updated': Timestamp('2018-12-19 13:12:18'), 'user_id': 43021577779}, {'id': 43043445974, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-12-19 15:59:11'), 'updated': Timestamp('2018-12-19 15:59:11'), 'user_id': 43021721157}, {'id': 43047241668, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2019-01-08 06:14:59'), 'updated': Timestamp('2019-01-08 06:14:59'), 'user_id': 43022486390}, {'id': 43118056281, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2019-08-14 11:39:59'), 'updated': Timestamp('2019-08-14 11:39:59'), 'user_id': 43020567955}, {'id': 43118090237, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2019-08-14 13:01:19'), 'updated': Timestamp('2019-08-14 13:01:19'), 'user_id': 43045288109}]"
957,"[{'id': 43040704875, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-12-13 07:34:05'), 'updated': Timestamp('2018-12-13 07:34:05'), 'user_id': 43020104674}]"
958,"[{'id': 43040715974, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-12-13 08:24:11'), 'updated': Timestamp('2018-12-13 08:24:11'), 'user_id': 43021579026}, {'id': 43040997594, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-12-14 06:41:25'), 'updated': Timestamp('2018-12-14 06:41:25'), 'user_id': 43012946687}]"
959,"[{'id': 43040717287, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-12-13 08:29:40'), 'updated': Timestamp('2018-12-13 08:29:40'), 'user_id': 43021579026}, {'id': 43040998424, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-12-14 06:45:15'), 'updated': Timestamp('2018-12-14 06:45:15'), 'user_id': 43012946687}]"
960,"[{'id': 43041017257, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-12-14 08:05:21'), 'updated': Timestamp('2018-12-14 08:05:21'), 'user_id': 43012946687}, {'id': 43041018147, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-12-14 08:07:35'), 'updated': Timestamp('2018-12-14 08:07:35'), 'user_id': 43012946687}, {'id': 43041059895, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-12-14 10:53:28'), 'updated': Timestamp('2018-12-14 10:53:28'), 'user_id': 43019555167}]"
961,"[{'id': 43041021870, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-12-14 08:24:15'), 'updated': Timestamp('2018-12-14 08:24:15'), 'user_id': 43012946687}, {'id': 43041105351, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-12-14 13:35:45'), 'updated': Timestamp('2018-12-14 13:35:45'), 'user_id': 43021597636}, {'id': 43041105361, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-12-14 13:35:46'), 'updated': Timestamp('2018-12-14 13:35:46'), 'user_id': 43021597636}]"
962,"[{'id': 43041043537, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-12-14 08:01:43'), 'updated': Timestamp('2018-12-14 08:01:43'), 'user_id': 43012946687}]"
963,"[{'id': 43041175284, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-12-14 08:00:13'), 'updated': Timestamp('2018-12-14 08:00:13'), 'user_id': 43012946687}]"
964,"[{'id': 43041355995, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-12-14 06:14:18'), 'updated': Timestamp('2018-12-14 06:14:18'), 'user_id': 43012946687}]"
965,"[{'id': 43041575244, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-12-17 05:10:24'), 'updated': Timestamp('2018-12-17 05:10:24'), 'user_id': 43012946687}, {'id': 43041575869, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-12-17 05:20:10'), 'updated': Timestamp('2018-12-17 05:20:10'), 'user_id': 43021575472}, {'id': 43041588367, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-12-17 06:24:37'), 'updated': Timestamp('2018-12-17 06:24:37'), 'user_id': 43012946687}, {'id': 43041600676, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-12-17 07:17:54'), 'updated': Timestamp('2018-12-17 07:17:54'), 'user_id': 43021575472}]"
969,"[{'id': 43043314645, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-12-17 05:12:02'), 'updated': Timestamp('2018-12-17 05:12:02'), 'user_id': 43012946687}]"
970,"[{'id': 43043955005, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-12-21 05:47:57'), 'updated': Timestamp('2018-12-21 05:47:57'), 'user_id': 43012946687}]"
